show,title,href,id,show_abbrev,show_c
State of the Union,"Interview With Rep. Val Demings (D-FL); Interview With White House Office of Trade and Manufacturing Policy Director Peter Navarro; Interview With Los Angeles, California, Mayor Eric Garcetti; Interview with Democratic Presidential Nominee Joe Biden. Aired 9-10a ET",/TRANSCRIPTS/2009/13/sotu.01.html,51040,sotu,state_of_the_union
State of the Union,Interview With U.S. Secretary of Veterans Affairs Robert Wilkie; Interview With Vice Presidential Candidate Sen. Kamala Harris (D-CA). Aired 9-10a ET,/TRANSCRIPTS/2009/06/sotu.01.html,51041,sotu,state_of_the_union
State of the Union,Interview With Rep. Adam Schiff (D-CA); Interview With Nneka Ogwumike; Interview With Sen. Ron Johnson (R-WI); Interview With Rep. Karen Bass (D-CA); Interview With Federal Emergency Management Agency Administrator Peter Gaynor. Aired 9-10a ET,/TRANSCRIPTS/2008/30/sotu.01.html,51042,sotu,state_of_the_union
State of the Union,Interview With Acting U.S. Secretary of Homeland Security Chad Wolf; Interview With Former White House Communications Director Anthony Scaramucci; Interview With Rep. Nancy Pelosi (D-CA). Aired 9- 10a ET,/TRANSCRIPTS/2008/23/sotu.01.html,51043,sotu,state_of_the_union
State of the Union,Interview With Sen. Bernie Sanders (I-VT); Interview With Sen. Cory Booker (D-NJ); Interview With White House Chief of Staff Mark Meadows. Aired 9-10a ET,/TRANSCRIPTS/2008/16/sotu.01.html,51044,sotu,state_of_the_union
State of the Union,Interview With Gov. Mike DeWine (R-OH); Interview With National Economic Council Director Larry Kudlow; Interview With Speaker of the House Nancy Pelosi. Aired 9-10a ET,/TRANSCRIPTS/2008/09/sotu.01.html,51045,sotu,state_of_the_union
State of the Union,Interview With Stacey Abrams; Interview With White House Coronavirus Response Coordinator Dr. Deborah Birx; Interview With Gov. Asa Hutchinson (R-AR); Interview With Rep. James Clyburn (D-SC). Aired 9-10a ET,/TRANSCRIPTS/2008/02/sotu.01.html,51046,sotu,state_of_the_union
State of the Union,"Interview With U.S. Assistant Secretary for Health and Human Services Admiral Brett Giroir; Interview With Gov. Larry Hogan (R-MD); Interview With Rep. Karen Bass (D-CA); Interview With Chicago, Illinois, Mayor Lori Lightfoot; Interview With National Economic Council Director Larry Kudlow. Aired 9-10a ET",/TRANSCRIPTS/2007/26/sotu.01.html,51047,sotu,state_of_the_union
State of the Union,"Interview With Portland, Oregon, Mayor Ted Wheeler; Interview With Gov. Tate Reeves (R-MS); Interview With Rep. Ayanna Pressley (D- MA); Interview With Rep. James Clyburn (D-SC); Interview With Los Angeles Mayor Eric Garcetti. Aired 9-10a ET",/TRANSCRIPTS/2007/19/sotu.01.html,51048,sotu,state_of_the_union
State of the Union,"Interview With U.S. Education Secretary Betsy DeVos; Interview With Fairfax County, Virginia, School Board Superintendent Scott Brabrand; Interview With Rep. Nancy Pelosi (D-CA); Interview With Miami-Dade County, Florida, Mayor Carlos Gimenez. Aired 9-10a ET",/TRANSCRIPTS/2007/12/sotu.01.html,51049,sotu,state_of_the_union
State of the Union,"Interview With Food and Drug Administration Commissioner Stephen Hahn; Interview With Sen. Joni Ernst (R-IA); Interview With Sen. Tammy Duckworth (D-IL); Interview With Austin, Texas, Mayor Steve Adler. Aired 9-10a ET",/TRANSCRIPTS/2007/05/sotu.01.html,51050,sotu,state_of_the_union
State of the Union,Interview With Sen. Tim Scott (R-SC); Interview With Health and Human Services Secretary Alex Azar; Interview With Former U.S. National Security Adviser John Bolton. Aired 9-10a ET,/TRANSCRIPTS/2006/28/sotu.01.html,51051,sotu,state_of_the_union
State of the Union,Interview With Former Southern District of New York U.S. Attorney Preet Bharara; Interview With Interview With Former U.S. Secretary of Defense Robert Gates; Interview With Rep. Jerrold Nadler (D-NY); Interview With Atlanta Mayor Keisha Lance Bottoms; Interview With White House Office of Trade and Manufacturing Policy Director Peter Navarro. Aired 9-10a ET,/TRANSCRIPTS/2006/21/sotu.01.html,51052,sotu,state_of_the_union
State of the Union,Interview With National Economic Council Director Larry Kudlow; Interview With Rep. Ilhan Omar (D-MN); Interview With Rep. James Clyburn (D-SC); Interview With Sen. James Lankford (R-OK). Aired 9-10a ET,/TRANSCRIPTS/2006/14/sotu.01.html,51053,sotu,state_of_the_union
State of the Union,Interview With Former U.S. Secretary of State Colin Powell; Interview With Housing and Urban Development Secretary Ben Carson; Interview With Rep. Karen Bass (D-CA). Aired 9-10a ET,/TRANSCRIPTS/2006/07/sotu.01.html,51054,sotu,state_of_the_union
State of the Union,"Interview With St. Paul, Minnesota, Mayor Melvin Carter; Interview With Sen. Cory Booker (D-NJ); Interview With Atlanta Mayor Keisha Lance Bottoms; Interview With U.S. National Security Adviser Robert O'Brien; Interview With Gov. Larry Hogan (R-MD). Aired 9-10a ET",/TRANSCRIPTS/2005/31/sotu.01.html,51055,sotu,state_of_the_union
State of the Union,Interview With White House Council of Economic Advisers Chairman Kevin Hassett; Interview With Rep. Val Demings (D-FL); Interview With Sen. Rick Scott (R-FL); Interview With Gov. Phil Murphy (D-NJ). Aired 9-10a ET,/TRANSCRIPTS/2005/24/sotu.01.html,51056,sotu,state_of_the_union
State of the Union,Interview With Health and Human Services Secretary Alex Azar; Interview With Sen. Ron Johnson (R-WI); Interview With Gov. Gavin Newsom (D-CA); Interview With Gov. Mike DeWine (R-OH). Aired 9-10a ET,/TRANSCRIPTS/2005/17/sotu.01.html,51057,sotu,state_of_the_union
State of the Union,Interview With Regeneron CEO Dr. Leonard Schleifer; Interview With White House Council of Economic Advisers Chairman Kevin Hassett; Interview With Gov. J.B. Pritzker (D-IL); Interview With Atlanta Mayor Keisha Lance Bottoms. Aired 9-10a ET,/TRANSCRIPTS/2005/10/sotu.01.html,51058,sotu,state_of_the_union
State of the Union,Interview With Rep. Justin Amash (I-MI); Interview With National Economic Council Director Larry Kudlow; Interview With Gov. Gretchen Whitmer (D-MI); Interview With Gov. Larry Hogan (R-MD). Aired 9-10a ET,/TRANSCRIPTS/2005/03/sotu.01.html,51059,sotu,state_of_the_union
State of the Union,Interview With Gov. Jared Polis (D-CO); Interview With Rep. Nancy Pelosi (D-CA); Interview With White House Coronavirus Response Coordinator Dr. Deborah Birx; Interview With Stacey Abrams. Aired 9- 10a ET,/TRANSCRIPTS/2004/26/sotu.01.html,51060,sotu,state_of_the_union
State of the Union,Interview With Gov. Gretchen Whitmer (D-MI); Interview With Gov. Larry Hogan (R-MD); Interview With U.S. Treasury Secretary Steven Mnuchin; Interview With Gov. Ralph Northam (D-VA); Interview With Sen. Chuck Schumer (D-NY). Aired 9-10a ET,/TRANSCRIPTS/2004/19/sotu.01.html,51061,sotu,state_of_the_union
State of the Union,Does Trump Have a Plan?; Interview With Gov. Asa Hutchinson (R- AR); Interview With Gov. Michelle Lujan Grisham (D-NM); Interview With National Institute of Allergy and Infectious Diseases Director Dr. Anthony Fauci; Interview With Gov. Phil Murphy (D-NJ). Aired 9-10a ET,/TRANSCRIPTS/2004/12/sotu.01.html,51062,sotu,state_of_the_union
State of the Union,Interview With U.S. Defense Secretary Mark Esper; Interview With Rep. James Clyburn (D-SC); Interview With Gov. John Bel Edwards (D-LA); Interview With Gov. J.B. Pritzker (D-IL). Aired 9-10a ET,/TRANSCRIPTS/2004/05/sotu.01.html,51063,sotu,state_of_the_union
State of the Union,Interview With Gov. Jay Inslee (D-WA); Interview With Gov. Pete Ricketts (R-NE); Interview With Gov. Gretchen Whitmer (D-MI); Interview With Rep. Nancy Pelosi (D-CA); Interview With National Institute of Allergy and Infectious Diseases Director Dr. Anthony Fauci; Interview With New York City Mayor Bill de Blasio. Aired 9-10a ET,/TRANSCRIPTS/2003/29/sotu.01.html,51064,sotu,state_of_the_union
State of the Union,Interview With Federal Emergency Management Agency Administrator Peter Gaynor; Interview With Rep. Alexandria Ocasio- Cortez (D-NY); Interview With Gov. J.B. Pritzker (D-IL). Aired 9-10a ET,/TRANSCRIPTS/2003/22/sotu.01.html,51065,sotu,state_of_the_union
State of the Union,Interview With National Institute of Allergy and Infectious Diseases Director Dr. Anthony Fauci; Interview With Gov. Mike DeWine (R-OH); Interview With New York City Mayor Bill de Blasio. Aired 9-10a ET,/TRANSCRIPTS/2003/15/sotu.01.html,51066,sotu,state_of_the_union
State of the Union,Interview With U.S. Surgeon General Dr. Jerome Adams; Interview With Sen. Bernie Sanders (I-VT). Aired 9-10a ET,/TRANSCRIPTS/2003/08/sotu.01.html,51067,sotu,state_of_the_union
State of the Union,First American Killed By Coronavirus; Interview With Vice President Mike Pence; Interview With Former Vice President Joe Biden. Aired 9-10a ET,/TRANSCRIPTS/2003/01/sotu.01.html,51068,sotu,state_of_the_union
State of the Union,Bernie Blowout in Nevada; Interview With Former Democratic National Committee Chairman Howard Dean and Former Presidential Adviser Mark McKinnon; Interview With Sen. Chris Murphy (D-CT). Aired 9-10a ET,/TRANSCRIPTS/2002/23/sotu.01.html,51069,sotu,state_of_the_union
State of the Union,Interview With Sen. Amy Klobuchar (D-MN); Interview With Presidential Candidate Pete Buttigieg; Interview With Rep. James Clyburn (D-SC); Interview With Vice Presidential Chief of Staff Marc Short. Aired 9-10a ET,/TRANSCRIPTS/2002/16/sotu.01.html,51070,sotu,state_of_the_union
State of the Union,Interview With Presidential Candidate Pete Buttigieg; Interview With Sen. Bernie Sanders (I-VT); Interview With Democratic National Committee Chairman Tom Perez. Aired 9-10a ET,/TRANSCRIPTS/2002/09/sotu.01.html,51071,sotu,state_of_the_union
State of the Union,Iowa Set to Vote; Interview With Presidential Candidate Pete Buttigieg; Interview With Sen. Joni Ernst (R-IA). Aired 9-10a ET,/TRANSCRIPTS/2002/02/sotu.01.html,51072,sotu,state_of_the_union
State of the Union,Interview With George Conway; Defense Begins in Trump Impeachment Trial; Interview With Sen. James Lankford (R-OK); Interview With Rep. Zoe Lofgren (D-CA). Aired 9-10a ET,/TRANSCRIPTS/2001/26/sotu.01.html,51073,sotu,state_of_the_union
State of the Union,Interview With Alan Dershowitz; Interview With Sen. Sherrod Brown (D-OH); Interview With Rep. Jason Crow (D-CO). Aired 9-10a ET,/TRANSCRIPTS/2001/19/sotu.01.html,51074,sotu,state_of_the_union
State of the Union,Interview With U.S. Defense Secretary Mark Esper; Interview With Presidential Candidate Tom Steyer; Interview With Sen. Mike Lee (R-UT). Aired 9-10a ET,/TRANSCRIPTS/2001/12/sotu.01.html,51075,sotu,state_of_the_union
State of the Union,Interview With U.S. Secretary of State Mike Pompeo; Interview With Presidential Candidate Pete Buttigieg; Interview With Sen. Elizabeth Warren (D-MA); Interview With Rep. Adam Schiff (D-CA). Aired 9-10a ET,/TRANSCRIPTS/2001/05/sotu.01.html,51076,sotu,state_of_the_union
State of the Union,"Interview With Rep. Joe Kennedy (D-MA); Biden Backtracks, Says He Would Comply With Senate Subpoena; Trump Vents His Frustration Over Delay Of Senate Trial; Remembering The Public Servants We Lost In 2019. Aired 9-10a ET",/TRANSCRIPTS/1912/29/sotu.01.html,51077,sotu,state_of_the_union
State of the Union,Interview With Sen. Richard Durbin (D-IL); Interview With Sen. Roy Blunt (R-MO); Interview With Sen. Amy Klobuchar (D-MN). Aired 9- 10a ET,/TRANSCRIPTS/1912/22/sotu.01.html,51078,sotu,state_of_the_union
State of the Union,Interview With Rep. Will Hurd (R-TX); Interview With Sen. Rand Paul (R-KY); Interview With Sen. Sherrod Brown (D-OH). Aired 9-10a ET,/TRANSCRIPTS/1912/15/sotu.01.html,51079,sotu,state_of_the_union
State of the Union,Interview With Rep. Mark Meadows (R-NC); Interview With Rep. Jerrold Nadler (D-NY). Aired 9-10a ET,/TRANSCRIPTS/1912/08/sotu.01.html,51080,sotu,state_of_the_union
State of the Union,Interview With Sen. Amy Klobuchar (D-MN); Interview With Rep. Zoe Lofgren (D-CA). Aired 9-10a ET,/TRANSCRIPTS/1912/01/sotu.01.html,51081,sotu,state_of_the_union
State of the Union,Interview With Rep. Lee Zeldin (R-NY); Interview With Rep. Adam Schiff (D-CA). Aired 9-10a ET,/TRANSCRIPTS/1911/24/sotu.01.html,51082,sotu,state_of_the_union
State of the Union,Pete Buttigieg Leading Iowa Polls; Interview With Rep. Michael Turner (R-OH); Interview With Sen. Chris Murphy (D-CT). Aired 9-10a ET,/TRANSCRIPTS/1911/17/sotu.01.html,51083,sotu,state_of_the_union
State of the Union,Interview With Sen. Amy Klobuchar (D-MN); Interview With Sen. Ron Johnson (R-WI). Aired 9-10a ET,/TRANSCRIPTS/1911/10/sotu.01.html,51084,sotu,state_of_the_union
State of the Union,"Interview With Rep. James Clyburn (D-SC); Interview With Trump Senior Adviser Kellyanne Conway; Interview With Presidential Candidate Andrew Yang and Evelyn Yang; ; In Iowa, Polls Show Democrats Have No Clear Frontrunner; Democrats Spar Over Warren's Plan To Pay For Health Care. Aired 9-10a ET",/TRANSCRIPTS/1911/03/sotu.01.html,51085,sotu,state_of_the_union
State of the Union,President Trump Announces ISIS Leader Al-Baghdadi Is Dead. Aired 9-10a,/TRANSCRIPTS/1910/27/sotu.01.html,51086,sotu,state_of_the_union
State of the Union,"President Trump Announces ISIS Leader Abu Bakr al-Baghdadi Is Dead; Interview With Rep. Mac Thornberry (R-TX) On Al-Baghdadi's Death; Interview With Defense Secretary Mark Esper; Ambassador Taylor Dodged Bullets For The U.S., Now Dodges Trump Attacks. Aired 10-11a ET",/TRANSCRIPTS/1910/27/sotu.02.html,51087,sotu,state_of_the_union
State of the Union,President Trump Announces Death Of ISIS Leader Al-Baghdadi; Key Testimony This Week Could Back Up Quid Pro Quo Claims. Aired 12-1p ET,/TRANSCRIPTS/1910/27/sotu.03.html,51088,sotu,state_of_the_union
State of the Union,"Interview With Former CIA Director David Petraeus; Interview With Sen. Amy Klobuchar (D-MN); Interview With Mayor of South Bend, Indiana, Pete Buttigieg. Aired 9-10a ET",/TRANSCRIPTS/1910/20/sotu.01.html,51089,sotu,state_of_the_union
State of the Union,"Interview With Former CIA Director David Petraeus; Interview With Sen. Amy Klobuchar (D-MN); Interview With Mayor of South Bend, Indiana, Pete Buttigieg. Aired 12-1p ET",/TRANSCRIPTS/1910/20/sotu.02.html,51090,sotu,state_of_the_union
State of the Union,"Interview With Former Gov. John Kasich (R-OH); Interview With Mayor of South Bend, Indiana, Pete Buttigieg; Interview With Sen. Kevin Cramer (R-ND). Aired 9-10a ET",/TRANSCRIPTS/1910/13/sotu.01.html,51091,sotu,state_of_the_union
State of the Union,White House in Crisis; Interview With Presidential Candidate Mark Sanford; Interview With Sen. Amy Klobuchar (D-MN); Interview With Presidential Candidate Joe Walsh (R-IL). Aired 9-10a ET,/TRANSCRIPTS/1910/06/sotu.01.html,51092,sotu,state_of_the_union
State of the Union,Interview With Rep. Jim Jordan (R-OH); Interview With Sen. Cory Booker (D-NJ); Interview With Rep. Hakeem Jeffries (D-NY). Aired 9-10a ET,/TRANSCRIPTS/1909/29/sotu.01.html,51093,sotu,state_of_the_union
State of the Union,Interview With Rep. Adam Schiff (D-CA); Interview With U.S. Treasury Secretary Steven Mnuchin. Aired 9-10a ET,/TRANSCRIPTS/1909/22/sotu.01.html,51094,sotu,state_of_the_union
State of the Union,"Interview With Presidential Candidate Andrew Yang; Interview With Mayor of South Bend, Indiana, Pete Buttigieg; Interview With Sen. Rand Paul (R-KY). Aired 9-10a ET",/TRANSCRIPTS/1909/15/sotu.01.html,51095,sotu,state_of_the_union
State of the Union,Interview With Sen. Amy Klobuchar (D-MN); Interview With Presidential Candidate Julian Castro; Interview With Secretary of State Mike Pompeo. Aired 9-10a ET,/TRANSCRIPTS/1909/08/sotu.01.html,51096,sotu,state_of_the_union
State of the Union,Texas Mass Shooting; Hurricane Dorian Targets Florida; Interview With Federal Emergency Management Agency Acting Administrator Peter Gaynor; Interview With Presidential Candidate Beto O'Rourke; Interview With Sen. Rick Scott (R-FL). Aired 9-10a ET,/TRANSCRIPTS/1909/01/sotu.01.html,51097,sotu,state_of_the_union
State of the Union,Interview With Cindy McCain; Interview With National Economic Council Director Larry Kudlow; Interview With Sen. Bernie Sanders (I- VT). Aired 9-10a ET,/TRANSCRIPTS/1908/25/sotu.01.html,51098,sotu,state_of_the_union
State of the Union,"Israel Controversy; Interview With White House Office of Trade and Manufacturing Policy Director Peter Navarro; Interview With Mayor of South Bend, Indiana, Pete Buttigieg. Aired 9-10a ET",/TRANSCRIPTS/1908/18/sotu.01.html,51099,sotu,state_of_the_union
State of the Union,Interview With Acting U.S. Customs and Border Protection Commissioner Mark Morgan; Interview With Sen. Cory Booker (D-NJ); Interview With Presidential Candidate Beto O'Rourke. Aired 9-10a ET,/TRANSCRIPTS/1908/11/sotu.01.html,51100,sotu,state_of_the_union
State of the Union,"Two Mass Shootings Rock Nation; Interview With Presidential Candidate Julian Castro; Interview With Mayor of South Bend, Indiana, Pete Buttigieg; Interview With Presidential Candidate Beto O'Rourke; Interview With Sen. Cory Booker (D-NJ); Interview With Sen. Sherrod Brown (D-OH); 13 Hours Of Bloodshed, 29 Dead In Two Mass Shooting; At Least Nine Dead, 27 Injured In Dayton Mass Shooting; Interview with Mayor Dee Margo on El Paso Mass Shooting. Aired 9-11a ET",/TRANSCRIPTS/1908/04/sotu.01.html,51101,sotu,state_of_the_union
State of the Union,"13 Hours Of Bloodshed, 29 Dead In Two Mass Shootings; At Least Nine Dead, 27 Injured In Dayton Mass Shooting; Presidential Candidate Bernie Sanders Speaks Out; Ohio Governor and Mayor Hold a Press Conference After Shooting. Aired 1-2p ET",/TRANSCRIPTS/1908/04/sotu.02.html,51102,sotu,state_of_the_union
State of the Union,"Interview With Rep. Rashida Tlaib (D-MI); Interview With Sen. Bernie Sanders (I-VT); Interview With Rep. Jerrold Nadler (D-NY); Trump Attacks Cummings And Calls Baltimore District ""Infested""; Top Democratic Candidates Signal Aggressive Debate Strategies. Aired 9-10a ET",/TRANSCRIPTS/1907/28/sotu.01.html,51103,sotu,state_of_the_union
State of the Union,Democrats Prepare for CNN Debates; President Trump Fans Flames of Racism; Interview With Sen. Ron Johnson (R-WI); Interview With Sen. Cory Booker (D-NJ). Aired 9-10a ET,/TRANSCRIPTS/1907/21/sotu.01.html,51104,sotu,state_of_the_union
State of the Union,Hurricane Barry Soaks Coast; Interview With Acting U.S. Citizenship and Immigration Services Director Ken Cuccinelli; Interview With New York City Mayor Bill de Blasio; ICE Raids On Undocumented Immigrants Set To Begin Today. Aired 9-10a ET,/TRANSCRIPTS/1907/14/sotu.01.html,51105,sotu,state_of_the_union
State of the Union,Interview with Former VP Joe Biden (D); Interview With Rep. Justin Amash (I-MI). Aired 9-10a ET,/TRANSCRIPTS/1907/07/sotu.01.html,51106,sotu,state_of_the_union
State of the Union,Interview With Presidential Candidate Julian Castro; Interview With Sen. Amy Klobuchar (D-MN); Trump in North Korea. Aired 9-10a ET,/TRANSCRIPTS/1906/30/sotu.01.html,51107,sotu,state_of_the_union
State of the Union,"Health Crisis In Migrant Detention Centers; Interview With Vice President Mike Pence; Interview With Rep. Adam Schiff (D-CA); Interview With Julian Castro (D), Presidential Candidate; Twenty-Two Democratic Presidential Candidates Vie For Support In South Carolina; Biden Clarifies His Comments But Stops Short Of Apologizing; Buttigieg Faces Protesters Over Fatal Police Shooting; President Trump Delayed ICE Deportations. Aired 9-10a ET",/TRANSCRIPTS/1906/23/sotu.01.html,51108,sotu,state_of_the_union
State of the Union,"Interview With Mayor of South Bend, Indiana, Pete Buttigieg; Interview With Presidential Candidate Beto O'Rourke. Aired 9-10a ET",/TRANSCRIPTS/1906/16/sotu.01.html,51109,sotu,state_of_the_union
State of the Union,Melania Trump on World Stage; Mexico Deal?; Interview With Sen. Bernie Sanders (I-VT). Aired 9-10a ET,/TRANSCRIPTS/1906/09/sotu.01.html,51110,sotu,state_of_the_union
State of the Union,"Interview With Rep. James Clyburn (D-SC); Interview With Rep. Seth Moulton (D-MA); Interview With Acting Secretary of Homeland Security Kevin McAleenan; Interview With Sen. Cory Booker (D-NJ); How The President's Advisers Try To Protect Him In This Week's ""State of the Cartoonion"". Aired 9-10a ET",/TRANSCRIPTS/1906/02/sotu.01.html,51111,sotu,state_of_the_union
State of the Union,"President Trump Defends North Korea After Missile Tests; Interview With New York City Mayor Bill de Blasio; Interview With Sen. Joni Ernst (R-IA); Trump, Abe Visit To Include Talks On Trade And North Korea; President Trump Plays Down North Korea's Missile Test; More Democrats Are Starting To Call For Impeachment; Buttigieg To Democrats, Don't Vote For Who You Think Is Less Risky; New Poll Shows Sanders Still Second But Support Slipping; Warren And Harris See Favorability Increases; Record Number Of Black Female Cadets Graduate West Point. Aired 9-10a ET",/TRANSCRIPTS/1905/26/sotu.01.html,51112,sotu,state_of_the_union
State of the Union,"Republican States Target Abortion Rights; Interview With Gov. Steve Bullock (D-MT); Interview With Sen. Mitt Romney (R-UT); GOP Representative Justin Amash Calls For President Trump's Impeachment; Joe Biden Calls For ""Unity"" At Campaign Kickoff Rally; ""Game Of Thrones"" And Washington In This Week's ""State Of The Cartoonion"". Aired 9-10a ET",/TRANSCRIPTS/1905/19/sotu.01.html,51113,sotu,state_of_the_union
State of the Union,"Constitutional Crisis?; Interview With Sen. Kamala Harris (D- CA); The Trump Administration Faces Escalating Threats From Global Hot Spots; Democrats Say Trump Is Triggering A ""Constitutional Crisis""; Life Imitates Art in Final Season Of ""Veep"". Aired 9-10a ET",/TRANSCRIPTS/1905/12/sotu.01.html,51114,sotu,state_of_the_union
State of the Union,"North Korea Fires Test Missile; Interview With Sen. Amy Klobuchar (D-MN); Interview With Sen. Cory Booker (D-NJ); Trump: Strong Economy Means Dems Can't Beat Me In 2020; President Trump's Obsession With Joe Biden In This Week's ""State of the Cartoonion"". Aired 9-10a ET",/TRANSCRIPTS/1905/05/sotu.01.html,51115,sotu,state_of_the_union
State of the Union,California Synagogue Shooting; Interview With Rep. Seth Moulton (D-MA); Interview With Counselor to the President Kellyanne Conway; 2020 Election Discussion. Aired 9-10a ET,/TRANSCRIPTS/1904/28/sotu.01.html,51116,sotu,state_of_the_union
State of the Union,"Terror in Sri Lanka; Interview With Trump Attorney Rudy Giuliani; Former U.S. Attorney Preet Bharara Discusses Legal Aspects of Mueller Report; Interview With Rep. Tim Ryan (D-OH); Rudy Giuliani, ""Nothing Wrong"" With Getting Information From Russians; Senator Elizabeth Warren Calls For Impeachment Proceedings Against President Trump; Senator Lindsey Graham On Obstruction In 1999, Judge People On Their Conduct. Aired 9-10a ET",/TRANSCRIPTS/1904/21/sotu.01.html,51117,sotu,state_of_the_union
State of the Union,Did Trump Offer Immigration Official Pardon For Potential Lawbreaking?; Interview With Rep. Jerrold Nadler (D-NY); Interview With Rep. Eric Swalwell (D-CA); Interview With Sen. Rick Scott (R-FL). Aired 9-10a ET,/TRANSCRIPTS/1904/14/sotu.01.html,51118,sotu,state_of_the_union
